Relative_Compactness_Scaled,Surface_Area_Scaled,Wall_Area_Scaled,Roof_Area_Scaled,Overall_Height_Scaled,Orientation_Scaled,Glazing_Area_Scaled,Glazing_Area_Distribution_Scaled,Heating_Load,Cooling_Load
-0.22861592560299449,0.16235226246494922,-1.6858544608470492,0.9725122370185867,-1.0,-0.4472135954999579,-1.7604469755488257,-1.8145751367274014,6.05,11.19
-0.22861592560299449,0.16235226246494922,-1.6858544608470492,0.9725122370185867,-1.0,0.4472135954999579,-1.7604469755488257,-1.8145751367274014,6.01,10.94
-0.22861592560299449,0.16235226246494922,-1.6858544608470492,0.9725122370185867,-1.0,1.3416407864998738,-1.7604469755488257,-1.8145751367274014,6.04,11.17
-0.5124150056618845,0.4406704266905772,-1.1239029738980328,0.9725122370185867,-1.0,-1.3416407864998738,-1.7604469755488257,-1.8145751367274014,6.37,11.27
-0.5124150056618845,0.4406704266905772,-1.1239029738980328,0.9725122370185867,-1.0,-0.4472135954999579,-1.7604469755488257,-1.8145751367274014,6.4,11.72
-0.5124150056618845,0.4406704266905772,-1.1239029738980328,0.9725122370185867,-1.0,0.4472135954999579,-1.7604469755488257,-1.8145751367274014,6.37,11.29
-0.5124150056618845,0.4406704266905772,-1.1239029738980328,0.9725122370185867,-1.0,1.3416407864998738,-1.7604469755488257,-1.8145751367274014,6.4,11.67
-0.7016143923678111,0.7189885909162052,-0.5619514869490164,0.9725122370185867,-1.0,-1.3416407864998738,-1.7604469755488257,-1.8145751367274014,6.85,11.74
-0.7016143923678111,0.7189885909162052,-0.5619514869490164,0.9725122370185867,-1.0,-0.4472135954999579,-1.7604469755488257,-1.8145751367274014,6.79,12.05
-0.7016143923678111,0.7189885909162052,-0.5619514869490164,0.9725122370185867,-1.0,0.4472135954999579,-1.7604469755488257,-1.8145751367274014,6.77,11.73
-0.7016143923678111,0.7189885909162052,-0.5619514869490164,0.9725122370185867,-1.0,1.3416407864998738,-1.7604469755488257,-1.8145751367274014,6.81,11.93
-0.9854134724267,0.9973067551418332,0.0,0.9725122370185867,-1.0,-1.3416407864998738,-1.7604469755488257,-1.8145751367274014,7.18,12.4
-0.9854134724267,0.9973067551418332,0.0,0.9725122370185867,-1.0,-0.4472135954999579,-1.7604469755488257,-1.8145751367274014,7.1,12.23
-0.9854134724267,0.9973067551418332,0.0,0.9725122370185867,-1.0,0.4472135954999579,-1.7604469755488257,-1.8145751367274014,7.1,12.4
-0.9854134724267,0.9973067551418332,0.0,0.9725122370185867,-1.0,1.3416407864998738,-1.7604469755488257,-1.8145751367274014,7.1,12.14
-1.1746128591326266,1.2756249193674611,0.5619514869490164,0.9725122370185867,-1.0,-1.3416407864998738,-1.7604469755488257,-1.8145751367274014,10.85,16.78
-1.1746128591326266,1.2756249193674611,0.5619514869490164,0.9725122370185867,-1.0,-0.4472135954999579,-1.7604469755488257,-1.8145751367274014,10.54,16.8
-1.1746128591326266,1.2756249193674611,0.5619514869490164,0.9725122370185867,-1.0,0.4472135954999579,-1.7604469755488257,-1.8145751367274014,10.77,16.75
-1.1746128591326266,1.2756249193674611,0.5619514869490164,0.9725122370185867,-1.0,1.3416407864998738,-1.7604469755488257,-1.8145751367274014,10.56,16.67
-1.363812245838553,1.5539430835930892,1.1239029738980328,0.9725122370185867,-1.0,-1.3416407864998738,-1.7604469755488257,-1.8145751367274014,8.6,12.07
-1.363812245838553,1.5539430835930892,1.1239029738980328,0.9725122370185867,-1.0,-0.4472135954999579,-1.7604469755488257,-1.8145751367274014,8.49,12.22
-1.363812245838553,1.5539430835930892,1.1239029738980328,0.9725122370185867,-1.0,0.4472135954999579,-1.7604469755488257,-1.8145751367274014,8.45,12.08
-1.363812245838553,1.5539430835930892,1.1239029738980328,0.9725122370185867,-1.0,1.3416407864998738,-1.7604469755488257,-1.8145751367274014,8.5,12.04
2.041776714868123,-1.7858748871144468,-0.5619514869490164,-1.4700766373536769,1.0,-1.3416407864998738,-1.0093229326479933,-1.169392865890992,24.58,26.47
2.041776714868123,-1.7858748871144468,-0.5619514869490164,-1.4700766373536769,1.0,-0.4472135954999579,-1.0093229326479933,-1.169392865890992,24.63,26.37
2.041776714868123,-1.7858748871144468,-0.5619514869490164,-1.4700766373536769,1.0,0.4472135954999579,-1.0093229326479933,-1.169392865890992,24.63,26.44
2.041776714868123,-1.7858748871144468,-0.5619514869490164,-1.4700766373536769,1.0,1.3416407864998738,-1.0093229326479933,-1.169392865890992,24.59,26.29
1.2849791680444174,-1.2292385586631907,0.0,-1.1986778735345365,1.0,-1.3416407864998738,-1.0093229326479933,-1.169392865890992,29.03,32.92
1.2849791680444174,-1.2292385586631907,0.0,-1.1986778735345365,1.0,-0.4472135954999579,-1.0093229326479933,-1.169392865890992,29.87,29.87
1.2849791680444174,-1.2292385586631907,0.0,-1.1986778735345365,1.0,0.4472135954999579,-1.0093229326479933,-1.169392865890992,29.14,29.58
1.2849791680444174,-1.2292385586631907,0.0,-1.1986778735345365,1.0,1.3416407864998738,-1.0093229326479933,-1.169392865890992,28.09,34.33
0.9065803946325642,-0.9509203944375627,-0.5619514869490164,-0.6558803458962558,1.0,-1.3416407864998738,-1.0093229326479933,-1.169392865890992,26.28,30.89
0.9065803946325642,-0.9509203944375627,-0.5619514869490164,-0.6558803458962558,1.0,-0.4472135954999579,-1.0093229326479933,-1.169392865890992,26.91,25.6
0.9065803946325642,-0.9509203944375627,-0.5619514869490164,-0.6558803458962558,1.0,0.4472135954999579,-1.0093229326479933,-1.169392865890992,26.37,27.03
0.9065803946325642,-0.9509203944375627,-0.5619514869490164,-0.6558803458962558,1.0,1.3416407864998738,-1.0093229326479933,-1.169392865890992,25.27,31.73
0.528181621220711,-0.6726022302119348,0.0,-0.6558803458962558,1.0,-1.3416407864998738,-1.0093229326479933,-1.169392865890992,23.53,27.31
0.528181621220711,-0.6726022302119348,0.0,-0.6558803458962558,1.0,-0.4472135954999579,-1.0093229326479933,-1.169392865890992,24.03,24.91
0.528181621220711,-0.6726022302119348,0.0,-0.6558803458962558,1.0,0.4472135954999579,-1.0093229326479933,-1.169392865890992,23.54,24.61
0.528181621220711,-0.6726022302119348,0.0,-0.6558803458962558,1.0,1.3416407864998738,-1.0093229326479933,-1.169392865890992,22.58,28.51
0.24438254116182206,-0.3942840659863067,0.5619514869490164,-0.6558803458962558,1.0,-1.3416407864998738,-1.0093229326479933,-1.169392865890992,35.56,41.68
0.24438254116182206,-0.3942840659863067,0.5619514869490164,-0.6558803458962558,1.0,-0.4472135954999579,-1.0093229326479933,-1.169392865890992,37.12,35.28
0.24438254116182206,-0.3942840659863067,0.5619514869490164,-0.6558803458962558,1.0,0.4472135954999579,-1.0093229326479933,-1.169392865890992,36.9,34.43
0.24438254116182206,-0.3942840659863067,0.5619514869490164,-0.6558803458962558,1.0,1.3416407864998738,-1.0093229326479933,-1.169392865890992,35.94,43.33
-0.03941653889706787,-0.11596590176067875,2.2478059477960657,-1.1986778735345365,1.0,-1.3416407864998738,-1.0093229326479933,-1.169392865890992,32.96,33.87
-0.03941653889706787,-0.11596590176067875,2.2478059477960657,-1.1986778735345365,1.0,-0.4472135954999579,-1.0093229326479933,-1.169392865890992,32.12,34.07
-0.03941653889706787,-0.11596590176067875,2.2478059477960657,-1.1986778735345365,1.0,0.4472135954999579,-1.0093229326479933,-1.169392865890992,32.94,34.14
-0.03941653889706787,-0.11596590176067875,2.2478059477960657,-1.1986778735345365,1.0,1.3416407864998738,-1.0093229326479933,-1.169392865890992,32.21,33.67
-0.22861592560299449,0.16235226246494922,-1.6858544608470492,0.9725122370185867,-1.0,-1.3416407864998738,-1.0093229326479933,-1.169392865890992,10.36,13.43
-0.22861592560299449,0.16235226246494922,-1.6858544608470492,0.9725122370185867,-1.0,-0.4472135954999579,-1.0093229326479933,-1.169392865890992,10.43,13.71
-0.22861592560299449,0.16235226246494922,-1.6858544608470492,0.9725122370185867,-1.0,0.4472135954999579,-1.0093229326479933,-1.169392865890992,10.36,13.48
-0.22861592560299449,0.16235226246494922,-1.6858544608470492,0.9725122370185867,-1.0,1.3416407864998738,-1.0093229326479933,-1.169392865890992,10.39,13.7
-0.5124150056618845,0.4406704266905772,-1.1239029738980328,0.9725122370185867,-1.0,-1.3416407864998738,-1.0093229326479933,-1.169392865890992,10.71,13.8
-0.5124150056618845,0.4406704266905772,-1.1239029738980328,0.9725122370185867,-1.0,-0.4472135954999579,-1.0093229326479933,-1.169392865890992,10.8,14.28
-0.5124150056618845,0.4406704266905772,-1.1239029738980328,0.9725122370185867,-1.0,0.4472135954999579,-1.0093229326479933,-1.169392865890992,10.7,13.87
-0.5124150056618845,0.4406704266905772,-1.1239029738980328,0.9725122370185867,-1.0,1.3416407864998738,-1.0093229326479933,-1.169392865890992,10.75,14.27
-0.7016143923678111,0.7189885909162052,-0.5619514869490164,0.9725122370185867,-1.0,-1.3416407864998738,-1.0093229326479933,-1.169392865890992,11.11,14.28
-0.7016143923678111,0.7189885909162052,-0.5619514869490164,0.9725122370185867,-1.0,-0.4472135954999579,-1.0093229326479933,-1.169392865890992,11.13,14.61
-0.7016143923678111,0.7189885909162052,-0.5619514869490164,0.9725122370185867,-1.0,0.4472135954999579,-1.0093229326479933,-1.169392865890992,11.09,14.3
-0.7016143923678111,0.7189885909162052,-0.5619514869490164,0.9725122370185867,-1.0,1.3416407864998738,-1.0093229326479933,-1.169392865890992,11.16,14.45
-0.9854134724267,0.9973067551418332,0.0,0.9725122370185867,-1.0,-1.3416407864998738,-1.0093229326479933,-1.169392865890992,11.68,13.9
-0.9854134724267,0.9973067551418332,0.0,0.9725122370185867,-1.0,-0.4472135954999579,-1.0093229326479933,-1.169392865890992,11.69,13.72
-0.9854134724267,0.9973067551418332,0.0,0.9725122370185867,-1.0,0.4472135954999579,-1.0093229326479933,-1.169392865890992,11.7,13.88
-0.9854134724267,0.9973067551418332,0.0,0.9725122370185867,-1.0,1.3416407864998738,-1.0093229326479933,-1.169392865890992,11.69,13.65
-1.1746128591326266,1.2756249193674611,0.5619514869490164,0.9725122370185867,-1.0,-1.3416407864998738,-1.0093229326479933,-1.169392865890992,15.41,19.37
-1.1746128591326266,1.2756249193674611,0.5619514869490164,0.9725122370185867,-1.0,-0.4472135954999579,-1.0093229326479933,-1.169392865890992,15.2,19.43
-1.1746128591326266,1.2756249193674611,0.5619514869490164,0.9725122370185867,-1.0,0.4472135954999579,-1.0093229326479933,-1.169392865890992,15.42,19.34
-1.1746128591326266,1.2756249193674611,0.5619514869490164,0.9725122370185867,-1.0,1.3416407864998738,-1.0093229326479933,-1.169392865890992,15.21,19.32
-1.363812245838553,1.5539430835930892,1.1239029738980328,0.9725122370185867,-1.0,-1.3416407864998738,-1.0093229326479933,-1.169392865890992,12.96,14.34
-1.363812245838553,1.5539430835930892,1.1239029738980328,0.9725122370185867,-1.0,-0.4472135954999579,-1.0093229326479933,-1.169392865890992,12.97,14.5
-1.363812245838553,1.5539430835930892,1.1239029738980328,0.9725122370185867,-1.0,0.4472135954999579,-1.0093229326479933,-1.169392865890992,12.93,14.33
-1.363812245838553,1.5539430835930892,1.1239029738980328,0.9725122370185867,-1.0,1.3416407864998738,-1.0093229326479933,-1.169392865890992,13.02,14.27
2.041776714868123,-1.7858748871144468,-0.5619514869490164,-1.4700766373536769,1.0,-1.3416407864998738,-1.0093229326479933,-0.5242105950545827,24.29,25.95
2.041776714868123,-1.7858748871144468,-0.5619514869490164,-1.4700766373536769,1.0,-0.4472135954999579,-1.0093229326479933,-0.5242105950545827,24.31,25.63
2.041776714868123,-1.7858748871144468,-0.5619514869490164,-1.4700766373536769,1.0,0.4472135954999579,-1.0093229326479933,-0.5242105950545827,24.13,26.13
2.041776714868123,-1.7858748871144468,-0.5619514869490164,-1.4700766373536769,1.0,1.3416407864998738,-1.0093229326479933,-0.5242105950545827,24.25,25.89
1.2849791680444174,-1.2292385586631907,0.0,-1.1986778735345365,1.0,-1.3416407864998738,-1.0093229326479933,-0.5242105950545827,28.88,32.54
1.2849791680444174,-1.2292385586631907,0.0,-1.1986778735345365,1.0,-0.4472135954999579,-1.0093229326479933,-0.5242105950545827,29.68,29.44
1.2849791680444174,-1.2292385586631907,0.0,-1.1986778735345365,1.0,0.4472135954999579,-1.0093229326479933,-0.5242105950545827,28.83,29.36
1.2849791680444174,-1.2292385586631907,0.0,-1.1986778735345365,1.0,1.3416407864998738,-1.0093229326479933,-0.5242105950545827,27.9,34.2
0.9065803946325642,-0.9509203944375627,-0.5619514869490164,-0.6558803458962558,1.0,-1.3416407864998738,-1.0093229326479933,-0.5242105950545827,26.48,30.91
0.9065803946325642,-0.9509203944375627,-0.5619514869490164,-0.6558803458962558,1.0,-0.4472135954999579,-1.0093229326479933,-0.5242105950545827,27.02,25.63
0.9065803946325642,-0.9509203944375627,-0.5619514869490164,-0.6558803458962558,1.0,0.4472135954999579,-1.0093229326479933,-0.5242105950545827,26.33,27.36
0.9065803946325642,-0.9509203944375627,-0.5619514869490164,-0.6558803458962558,1.0,1.3416407864998738,-1.0093229326479933,-0.5242105950545827,25.36,31.9
0.528181621220711,-0.6726022302119348,0.0,-0.6558803458962558,1.0,-1.3416407864998738,-1.0093229326479933,-0.5242105950545827,23.75,27.38
0.528181621220711,-0.6726022302119348,0.0,-0.6558803458962558,1.0,-0.4472135954999579,-1.0093229326479933,-0.5242105950545827,24.23,25.02
0.528181621220711,-0.6726022302119348,0.0,-0.6558803458962558,1.0,0.4472135954999579,-1.0093229326479933,-0.5242105950545827,23.67,24.8
0.528181621220711,-0.6726022302119348,0.0,-0.6558803458962558,1.0,1.3416407864998738,-1.0093229326479933,-0.5242105950545827,22.79,28.79
0.24438254116182206,-0.3942840659863067,0.5619514869490164,-0.6558803458962558,1.0,-1.3416407864998738,-1.0093229326479933,-0.5242105950545827,35.65,41.07
0.24438254116182206,-0.3942840659863067,0.5619514869490164,-0.6558803458962558,1.0,-0.4472135954999579,-1.0093229326479933,-0.5242105950545827,37.26,34.62
0.24438254116182206,-0.3942840659863067,0.5619514869490164,-0.6558803458962558,1.0,0.4472135954999579,-1.0093229326479933,-0.5242105950545827,36.97,33.87
0.24438254116182206,-0.3942840659863067,0.5619514869490164,-0.6558803458962558,1.0,1.3416407864998738,-1.0093229326479933,-0.5242105950545827,36.03,42.86
-0.03941653889706787,-0.11596590176067875,2.2478059477960657,-1.1986778735345365,1.0,-1.3416407864998738,-1.0093229326479933,-0.5242105950545827,33.16,33.91
-0.03941653889706787,-0.11596590176067875,2.2478059477960657,-1.1986778735345365,1.0,-0.4472135954999579,-1.0093229326479933,-0.5242105950545827,32.4,34.07
-0.03941653889706787,-0.11596590176067875,2.2478059477960657,-1.1986778735345365,1.0,0.4472135954999579,-1.0093229326479933,-0.5242105950545827,33.12,34.17
-0.03941653889706787,-0.11596590176067875,2.2478059477960657,-1.1986778735345365,1.0,1.3416407864998738,-1.0093229326479933,-0.5242105950545827,32.41,33.78
-0.22861592560299449,0.16235226246494922,-1.6858544608470492,0.9725122370185867,-1.0,-1.3416407864998738,-1.0093229326479933,-0.5242105950545827,10.42,13.39
-0.22861592560299449,0.16235226246494922,-1.6858544608470492,0.9725122370185867,-1.0,-0.4472135954999579,-1.0093229326479933,-0.5242105950545827,10.46,13.72
-0.22861592560299449,0.16235226246494922,-1.6858544608470492,0.9725122370185867,-1.0,0.4472135954999579,-1.0093229326479933,-0.5242105950545827,10.32,13.57
-0.22861592560299449,0.16235226246494922,-1.6858544608470492,0.9725122370185867,-1.0,1.3416407864998738,-1.0093229326479933,-0.5242105950545827,10.45,13.79
-0.5124150056618845,0.4406704266905772,-1.1239029738980328,0.9725122370185867,-1.0,-1.3416407864998738,-1.0093229326479933,-0.5242105950545827,10.64,13.67
-0.5124150056618845,0.4406704266905772,-1.1239029738980328,0.9725122370185867,-1.0,-0.4472135954999579,-1.0093229326479933,-0.5242105950545827,10.72,14.11
-0.5124150056618845,0.4406704266905772,-1.1239029738980328,0.9725122370185867,-1.0,0.4472135954999579,-1.0093229326479933,-0.5242105950545827,10.55,13.8
-0.5124150056618845,0.4406704266905772,-1.1239029738980328,0.9725122370185867,-1.0,1.3416407864998738,-1.0093229326479933,-0.5242105950545827,10.68,14.21
-0.7016143923678111,0.7189885909162052,-0.5619514869490164,0.9725122370185867,-1.0,-1.3416407864998738,-1.0093229326479933,-0.5242105950545827,11.45,13.2
-0.7016143923678111,0.7189885909162052,-0.5619514869490164,0.9725122370185867,-1.0,-0.4472135954999579,-1.0093229326479933,-0.5242105950545827,11.46,13.54
-0.7016143923678111,0.7189885909162052,-0.5619514869490164,0.9725122370185867,-1.0,0.4472135954999579,-1.0093229326479933,-0.5242105950545827,11.32,13.32
-0.7016143923678111,0.7189885909162052,-0.5619514869490164,0.9725122370185867,-1.0,1.3416407864998738,-1.0093229326479933,-0.5242105950545827,11.49,13.51
-0.9854134724267,0.9973067551418332,0.0,0.9725122370185867,-1.0,-1.3416407864998738,-1.0093229326479933,-0.5242105950545827,11.45,14.86
-0.9854134724267,0.9973067551418332,0.0,0.9725122370185867,-1.0,-0.4472135954999579,-1.0093229326479933,-0.5242105950545827,11.42,14.75
-0.9854134724267,0.9973067551418332,0.0,0.9725122370185867,-1.0,0.4472135954999579,-1.0093229326479933,-0.5242105950545827,11.33,15.0
-0.9854134724267,0.9973067551418332,0.0,0.9725122370185867,-1.0,1.3416407864998738,-1.0093229326479933,-0.5242105950545827,11.43,14.74
-1.1746128591326266,1.2756249193674611,0.5619514869490164,0.9725122370185867,-1.0,-1.3416407864998738,-1.0093229326479933,-0.5242105950545827,15.41,19.23
-1.1746128591326266,1.2756249193674611,0.5619514869490164,0.9725122370185867,-1.0,-0.4472135954999579,-1.0093229326479933,-0.5242105950545827,15.18,19.34
-1.1746128591326266,1.2756249193674611,0.5619514869490164,0.9725122370185867,-1.0,0.4472135954999579,-1.0093229326479933,-0.5242105950545827,15.34,19.32
-1.1746128591326266,1.2756249193674611,0.5619514869490164,0.9725122370185867,-1.0,1.3416407864998738,-1.0093229326479933,-0.5242105950545827,15.19,19.3
-1.363812245838553,1.5539430835930892,1.1239029738980328,0.9725122370185867,-1.0,-1.3416407864998738,-1.0093229326479933,-0.5242105950545827,12.88,14.37
-1.363812245838553,1.5539430835930892,1.1239029738980328,0.9725122370185867,-1.0,-0.4472135954999579,-1.0093229326479933,-0.5242105950545827,13.0,14.57
-1.363812245838553,1.5539430835930892,1.1239029738980328,0.9725122370185867,-1.0,0.4472135954999579,-1.0093229326479933,-0.5242105950545827,12.97,14.27
-1.363812245838553,1.5539430835930892,1.1239029738980328,0.9725122370185867,-1.0,1.3416407864998738,-1.0093229326479933,-0.5242105950545827,13.04,14.24
2.041776714868123,-1.7858748871144468,-0.5619514869490164,-1.4700766373536769,1.0,-1.3416407864998738,-1.0093229326479933,0.12097167578182677,24.28,25.68
2.041776714868123,-1.7858748871144468,-0.5619514869490164,-1.4700766373536769,1.0,-0.4472135954999579,-1.0093229326479933,0.12097167578182677,24.4,26.02
2.041776714868123,-1.7858748871144468,-0.5619514869490164,-1.4700766373536769,1.0,0.4472135954999579,-1.0093229326479933,0.12097167578182677,24.11,25.84
2.041776714868123,-1.7858748871144468,-0.5619514869490164,-1.4700766373536769,1.0,1.3416407864998738,-1.0093229326479933,0.12097167578182677,24.35,26.14
1.2849791680444174,-1.2292385586631907,0.0,-1.1986778735345365,1.0,-1.3416407864998738,-1.0093229326479933,0.12097167578182677,28.07,34.14
1.2849791680444174,-1.2292385586631907,0.0,-1.1986778735345365,1.0,-0.4472135954999579,-1.0093229326479933,0.12097167578182677,29.01,32.85
1.2849791680444174,-1.2292385586631907,0.0,-1.1986778735345365,1.0,0.4472135954999579,-1.0093229326479933,0.12097167578182677,29.62,30.08
1.2849791680444174,-1.2292385586631907,0.0,-1.1986778735345365,1.0,1.3416407864998738,-1.0093229326479933,0.12097167578182677,29.05,29.67
0.9065803946325642,-0.9509203944375627,-0.5619514869490164,-0.6558803458962558,1.0,-1.3416407864998738,-1.0093229326479933,0.12097167578182677,25.41,31.73
0.9065803946325642,-0.9509203944375627,-0.5619514869490164,-0.6558803458962558,1.0,-0.4472135954999579,-1.0093229326479933,0.12097167578182677,26.47,31.01
0.9065803946325642,-0.9509203944375627,-0.5619514869490164,-0.6558803458962558,1.0,0.4472135954999579,-1.0093229326479933,0.12097167578182677,26.89,25.9
0.9065803946325642,-0.9509203944375627,-0.5619514869490164,-0.6558803458962558,1.0,1.3416407864998738,-1.0093229326479933,0.12097167578182677,26.46,27.4
0.528181621220711,-0.6726022302119348,0.0,-0.6558803458962558,1.0,-1.3416407864998738,-1.0093229326479933,0.12097167578182677,22.93,28.68
0.528181621220711,-0.6726022302119348,0.0,-0.6558803458962558,1.0,-0.4472135954999579,-1.0093229326479933,0.12097167578182677,23.84,27.54
0.528181621220711,-0.6726022302119348,0.0,-0.6558803458962558,1.0,0.4472135954999579,-1.0093229326479933,0.12097167578182677,24.17,25.35
0.528181621220711,-0.6726022302119348,0.0,-0.6558803458962558,1.0,1.3416407864998738,-1.0093229326479933,0.12097167578182677,23.87,24.93
0.24438254116182206,-0.3942840659863067,0.5619514869490164,-0.6558803458962558,1.0,-1.3416407864998738,-1.0093229326479933,0.12097167578182677,35.78,43.12
0.24438254116182206,-0.3942840659863067,0.5619514869490164,-0.6558803458962558,1.0,-0.4472135954999579,-1.0093229326479933,0.12097167578182677,35.48,41.22
0.24438254116182206,-0.3942840659863067,0.5619514869490164,-0.6558803458962558,1.0,0.4472135954999579,-1.0093229326479933,0.12097167578182677,36.97,35.1
0.24438254116182206,-0.3942840659863067,0.5619514869490164,-0.6558803458962558,1.0,1.3416407864998738,-1.0093229326479933,0.12097167578182677,36.7,34.29
-0.03941653889706787,-0.11596590176067875,2.2478059477960657,-1.1986778735345365,1.0,-1.3416407864998738,-1.0093229326479933,0.12097167578182677,32.52,33.85
-0.03941653889706787,-0.11596590176067875,2.2478059477960657,-1.1986778735345365,1.0,-0.4472135954999579,-1.0093229326479933,0.12097167578182677,33.28,34.11
-0.03941653889706787,-0.11596590176067875,2.2478059477960657,-1.1986778735345365,1.0,0.4472135954999579,-1.0093229326479933,0.12097167578182677,32.33,34.48
-0.03941653889706787,-0.11596590176067875,2.2478059477960657,-1.1986778735345365,1.0,1.3416407864998738,-1.0093229326479933,0.12097167578182677,33.24,34.5
-0.22861592560299449,0.16235226246494922,-1.6858544608470492,0.9725122370185867,-1.0,-1.3416407864998738,-1.0093229326479933,0.12097167578182677,10.39,13.6
-0.22861592560299449,0.16235226246494922,-1.6858544608470492,0.9725122370185867,-1.0,-0.4472135954999579,-1.0093229326479933,0.12097167578182677,10.34,13.36
-0.22861592560299449,0.16235226246494922,-1.6858544608470492,0.9725122370185867,-1.0,0.4472135954999579,-1.0093229326479933,0.12097167578182677,10.35,13.65
-0.22861592560299449,0.16235226246494922,-1.6858544608470492,0.9725122370185867,-1.0,1.3416407864998738,-1.0093229326479933,0.12097167578182677,10.38,13.49
-0.5124150056618845,0.4406704266905772,-1.1239029738980328,0.9725122370185867,-1.0,-1.3416407864998738,-1.0093229326479933,0.12097167578182677,10.77,14.14
-0.5124150056618845,0.4406704266905772,-1.1239029738980328,0.9725122370185867,-1.0,-0.4472135954999579,-1.0093229326479933,0.12097167578182677,10.68,13.77
-0.5124150056618845,0.4406704266905772,-1.1239029738980328,0.9725122370185867,-1.0,0.4472135954999579,-1.0093229326479933,0.12097167578182677,10.68,14.3
-0.5124150056618845,0.4406704266905772,-1.1239029738980328,0.9725122370185867,-1.0,1.3416407864998738,-1.0093229326479933,0.12097167578182677,10.7,13.87
